"","Country","Commodity","Exports.Tons","Exports.Dollars","Imports.Tons","Imports.Dollars"
"231","Argentina","Potassium Sulfate","","","",""
"232","Argentina","Potassium-Sodium Nitrate","","","",""
"233","Argentina","Sodium Nitrate","","","",""
"234","Argentina","Sulfur","","","",""
"235","Argentina","Urea (Solid)","2.2046","","",""
"236","Aruba","Total","5.5115","","",""
"237","Aruba","Ammonium Nitrate (Solid)","","","",""
"238","Aruba","Ammonium Sulfate","","","",""
"239","Aruba","Anhydrous Ammonia","","","",""
"240","Aruba","Aqua Ammonia","","","",""
"241","Aruba","Calcium Cyanamide","","","",""
"242","Aruba","Calcium Nitrate","","","",""
"243","Aruba","Chemical Mixtures","5.5115","","",""
"244","Aruba","Concentrated Super","","","",""
"245","Aruba","Diammonium Phosphate (DAP)","","","",""
"246","Aruba","Monammonium Phosphate (MAP)","","","",""
"247","Aruba","Nitrogen Solutions","","","",""
"248","Aruba","Normal Super","","","",""
"249","Aruba","Other Nitrogen Fertilizers","","","",""
"250","Aruba","Other Phosphate Fertilizers","","","",""
"251","Aruba","Other Potassium Fertilizers","","","",""
"252","Aruba","Phosphate Rock","","","",""
"253","Aruba","Phosphoric Acid, Superphosphoric","","","",""
"254","Aruba","Phosphoric Acid, Wet Process","","","",""
"255","Aruba","Potassium Muriate","","","",""
"256","Aruba","Potassium Nitrate","","","",""
"257","Aruba","Potassium Sulfate","","","",""
"258","Aruba","Potassium-Sodium Nitrate","","","",""
"259","Aruba","Sodium Nitrate","","","",""
"260","Aruba","Sulfur","","","",""
"261","Aruba","Urea (Solid)","","","",""
"262","Australia (No Islands)","Total","1253290.8494","","",""
"263","Australia (No Islands)","Ammonium Nitrate (Solid)","7432.8089","","",""
"264","Australia (No Islands)","Ammonium Sulfate","","","",""
"265","Australia (No Islands)","Anhydrous Ammonia","","","",""
"266","Australia (No Islands)","Aqua Ammonia","","","",""
"267","Australia (No Islands)","Calcium Cyanamide","","","",""
"268","Australia (No Islands)","Calcium Nitrate","","","",""
"269","Australia (No Islands)","Chemical Mixtures","1318.3508000000002","","",""
"270","Australia (No Islands)","Concentrated Super","251274.7965","","",""
"271","Australia (No Islands)","Diammonium Phosphate (DAP)","480729.56450000004","","",""
"272","Australia (No Islands)","Monammonium Phosphate (MAP)","206896.1985","","",""
"273","Australia (No Islands)","Nitrogen Solutions","11591.7868","","",""
"274","Australia (No Islands)","Normal Super","","","",""
"275","Australia (No Islands)","Other Nitrogen Fertilizers","408.95329999999996","","",""
"276","Australia (No Islands)","Other Phosphate Fertilizers","209.437","","",""
"277","Australia (No Islands)","Other Potassium Fertilizers","4750.9130000000005","","",""
"278","Australia (No Islands)","Phosphate Rock","207410.9726","","",""
"279","Australia (No Islands)","Phosphoric Acid, Superphosphoric","23131.7655","","",""
"280","Australia (No Islands)","Phosphoric Acid, Wet Process","50939.48760000001","","",""
"281","Australia (No Islands)","Potassium Muriate","3011.4835999999996","","",""
"282","Australia (No Islands)","Potassium Nitrate","","","",""
"283","Australia (No Islands)","Potassium Sulfate","4050.9525","","",""
"284","Australia (No Islands)","Potassium-Sodium Nitrate","","","",""
"285","Australia (No Islands)","Sodium Nitrate","","","",""
"286","Australia (No Islands)","Sulfur","","","",""
"287","Australia (No Islands)","Urea (Solid)","133.3783","","",""
"288","Austria","Total","20941.4954","","",""
"289","Austria","Ammonium Nitrate (Solid)","","","",""
"290","Austria","Ammonium Sulfate","","","",""
"291","Austria","Anhydrous Ammonia","","","",""
"292","Austria","Aqua Ammonia","","","",""
"293","Austria","Calcium Cyanamide","","","",""
"294","Austria","Calcium Nitrate","","","",""
"295","Austria","Chemical Mixtures","20941.4954","","",""
"296","Austria","Concentrated Super","","","",""
"297","Austria","Diammonium Phosphate (DAP)","","","",""
"298","Austria","Monammonium Phosphate (MAP)","","","",""
"299","Austria","Nitrogen Solutions","","","",""
"300","Austria","Normal Super","","","",""
"301","Austria","Other Nitrogen Fertilizers","","","",""
"302","Austria","Other Phosphate Fertilizers","","","",""
"303","Austria","Other Potassium Fertilizers","","","",""
"304","Austria","Phosphate Rock","","","",""
"305","Austria","Phosphoric Acid, Superphosphoric","","","",""
"306","Austria","Phosphoric Acid, Wet Process","","","",""
"307","Austria","Potassium Muriate","","","",""
"308","Austria","Potassium Nitrate","","","",""
"309","Austria","Potassium Sulfate","","","",""
"310","Austria","Potassium-Sodium Nitrate","","","",""
"311","Austria","Sodium Nitrate","","","",""
"312","Austria","Sulfur","","","",""
"313","Austria","Urea (Solid)","","","",""
"314","Azerbaijan","Total","","","",""
"315","Azerbaijan","Ammonium Nitrate (Solid)","","","",""
"316","Azerbaijan","Ammonium Sulfate","","","",""
"317","Azerbaijan","Anhydrous Ammonia","","","",""
"318","Azerbaijan","Aqua Ammonia","","","",""
"319","Azerbaijan","Calcium Cyanamide","","","",""
"320","Azerbaijan","Calcium Nitrate","","","",""
"321","Azerbaijan","Chemical Mixtures","","","",""
"322","Azerbaijan","Concentrated Super","","","",""
"323","Azerbaijan","Diammonium Phosphate (DAP)","","","",""
"324","Azerbaijan","Monammonium Phosphate (MAP)","","","",""
"325","Azerbaijan","Nitrogen Solutions","","","",""
"326","Azerbaijan","Normal Super","","","",""
"327","Azerbaijan","Other Nitrogen Fertilizers","","","",""
"328","Azerbaijan","Other Phosphate Fertilizers","","","",""
"329","Azerbaijan","Other Potassium Fertilizers","","","",""
"330","Azerbaijan","Phosphate Rock","","","",""
"331","Azerbaijan","Phosphoric Acid, Superphosphoric","","","",""
"332","Azerbaijan","Phosphoric Acid, Wet Process","","","",""
"333","Azerbaijan","Potassium Muriate","","","",""
"334","Azerbaijan","Potassium Nitrate","","","",""
"335","Azerbaijan","Potassium Sulfate","","","",""
"336","Azerbaijan","Potassium-Sodium Nitrate","","","",""
"337","Azerbaijan","Sodium Nitrate","","","",""
"338","Azerbaijan","Sulfur","","","",""
"339","Azerbaijan","Urea (Solid)","","","",""
"340","Bahamas","Total","2774.489100000001","","",""
"341","Bahamas","Ammonium Nitrate (Solid)","","","",""
"342","Bahamas","Ammonium Sulfate","","","",""
"343","Bahamas","Anhydrous Ammonia","","","",""
"344","Bahamas","Aqua Ammonia","","","",""
"345","Bahamas","Calcium Cyanamide","","","",""
"346","Bahamas","Calcium Nitrate","","","",""
"347","Bahamas","Chemical Mixtures","692.2444","","",""
"348","Bahamas","Concentrated Super","1.1023","","",""
"349","Bahamas","Diammonium Phosphate (DAP)","","","",""
"350","Bahamas","Monammonium Phosphate (MAP)","","","",""
"351","Bahamas","Nitrogen Solutions","","","",""
"352","Bahamas","Normal Super","","","",""
"353","Bahamas","Other Nitrogen Fertilizers","2061.3010000000004","","",""
"354","Bahamas","Other Phosphate Fertilizers","","","",""
"355","Bahamas","Other Potassium Fertilizers","19.8414","","",""
"356","Bahamas","Phosphate Rock","","","",""
"357","Bahamas","Phosphoric Acid, Superphosphoric","","","",""
"358","Bahamas","Phosphoric Acid, Wet Process","","","",""
"359","Bahamas","Potassium Muriate","","","",""
"360","Bahamas","Potassium Nitrate","","","",""
"361","Bahamas","Potassium Sulfate","","","",""
"362","Bahamas","Potassium-Sodium Nitrate","","","",""
"363","Bahamas","Sodium Nitrate","","","",""
"364","Bahamas","Sulfur","","","",""
"365","Bahamas","Urea (Solid)","","","",""
"366","Bahrain","Total","","","",""
"367","Bahrain","Ammonium Nitrate (Solid)","","","",""
"368","Bahrain","Ammonium Sulfate","","","",""
"369","Bahrain","Anhydrous Ammonia","","","",""
"370","Bahrain","Aqua Ammonia","","","",""
"371","Bahrain","Calcium Cyanamide","","","",""
"372","Bahrain","Calcium Nitrate","","","",""
"373","Bahrain","Chemical Mixtures","","","",""
"374","Bahrain","Concentrated Super","","","",""
"375","Bahrain","Diammonium Phosphate (DAP)","","","",""
"376","Bahrain","Monammonium Phosphate (MAP)","","","",""
"377","Bahrain","Nitrogen Solutions","","","",""
"378","Bahrain","Normal Super","","","",""
"379","Bahrain","Other Nitrogen Fertilizers","","","",""
"380","Bahrain","Other Phosphate Fertilizers","","","",""
"381","Bahrain","Other Potassium Fertilizers","","","",""
"382","Bahrain","Phosphate Rock","","","",""
"383","Bahrain","Phosphoric Acid, Superphosphoric","","","",""
"384","Bahrain","Phosphoric Acid, Wet Process","","","",""
"385","Bahrain","Potassium Muriate","","","",""
"386","Bahrain","Potassium Nitrate","","","",""
"387","Bahrain","Potassium Sulfate","","","",""
"388","Bahrain","Potassium-Sodium Nitrate","","","",""
"389","Bahrain","Sodium Nitrate","","","",""
"390","Bahrain","Sulfur","","","",""
"391","Bahrain","Urea (Solid)","","","",""
"392","Bangladesh","Total","19947.220799999996","","",""
"393","Bangladesh","Ammonium Nitrate (Solid)","","","",""
"394","Bangladesh","Ammonium Sulfate","","","",""
"395","Bangladesh","Anhydrous Ammonia","","","",""
"396","Bangladesh","Aqua Ammonia","","","",""
"397","Bangladesh","Calcium Cyanamide","","","",""
"398","Bangladesh","Calcium Nitrate","","","",""
"399","Bangladesh","Chemical Mixtures","93.69550000000001","","",""
"400","Bangladesh","Concentrated Super","18185.7454","","",""
"401","Bangladesh","Diammonium Phosphate (DAP)","","","",""
"402","Bangladesh","Monammonium Phosphate (MAP)","","","",""
"403","Bangladesh","Nitrogen Solutions","","","",""
"404","Bangladesh","Normal Super","","","",""
"405","Bangladesh","Other Nitrogen Fertilizers","","","",""
"406","Bangladesh","Other Phosphate Fertilizers","","","",""
"407","Bangladesh","Other Potassium Fertilizers","1667.7799000000002","","",""
"408","Bangladesh","Phosphate Rock","","","",""
"409","Bangladesh","Phosphoric Acid, Superphosphoric","","","",""
"410","Bangladesh","Phosphoric Acid, Wet Process","","","",""
"411","Bangladesh","Potassium Muriate","","","",""
"412","Bangladesh","Potassium Nitrate","","","",""
"413","Bangladesh","Potassium Sulfate","","","",""
"414","Bangladesh","Potassium-Sodium Nitrate","","","",""
"415","Bangladesh","Sodium Nitrate","","","",""
"416","Bangladesh","Sulfur","","","",""
"417","Bangladesh","Urea (Solid)","","","",""
"418","Barbados","Total","106.9231","","",""
"419","Barbados","Ammonium Nitrate (Solid)","49.603500000000004","","",""
"420","Barbados","Ammonium Sulfate","","","",""
"421","Barbados","Anhydrous Ammonia","","","",""
"422","Barbados","Aqua Ammonia","","","",""
"423","Barbados","Calcium Cyanamide","","","",""
"424","Barbados","Calcium Nitrate","","","",""
"425","Barbados","Chemical Mixtures","","","",""
"426","Barbados","Concentrated Super","","","",""
"427","Barbados","Diammonium Phosphate (DAP)","","","",""
"428","Barbados","Monammonium Phosphate (MAP)","","","",""
"429","Barbados","Nitrogen Solutions","","","",""
"430","Barbados","Normal Super","","","",""
"431","Barbados","Other Nitrogen Fertilizers","57.3196","","",""
"432","Barbados","Other Phosphate Fertilizers","","","",""
"433","Barbados","Other Potassium Fertilizers","","","",""
"434","Barbados","Phosphate Rock","","","",""
"435","Barbados","Phosphoric Acid, Superphosphoric","","","",""
"436","Barbados","Phosphoric Acid, Wet Process","","","",""
"437","Barbados","Potassium Muriate","","","",""
"438","Barbados","Potassium Nitrate","","","",""
"439","Barbados","Potassium Sulfate","","","",""
"440","Barbados","Potassium-Sodium Nitrate","","","",""
"441","Barbados","Sodium Nitrate","","","",""
"442","Barbados","Sulfur","","","",""
"443","Barbados","Urea (Solid)","","","",""
"444","Belarus","Total","","","",""
"445","Belarus","Ammonium Nitrate (Solid)","","","",""
"446","Belarus","Ammonium Sulfate","","","",""
"447","Belarus","Anhydrous Ammonia","","","",""
"448","Belarus","Aqua Ammonia","","","",""
"449","Belarus","Calcium Cyanamide","","","",""
"450","Belarus","Calcium Nitrate","","","",""
"451","Belarus","Chemical Mixtures","","","",""
"452","Belarus","Concentrated Super","","","",""
"453","Belarus","Diammonium Phosphate (DAP)","","","",""
"454","Belarus","Monammonium Phosphate (MAP)","","","",""
"455","Belarus","Nitrogen Solutions","","","",""
"456","Belarus","Normal Super","","","",""
"457","Belarus","Other Nitrogen Fertilizers","","","",""
"458","Belarus","Other Phosphate Fertilizers","","","",""
"459","Belarus","Other Potassium Fertilizers","","","",""
"460","Belarus","Phosphate Rock","","","",""
"461","Belarus","Phosphoric Acid, Superphosphoric","","","",""
"462","Belarus","Phosphoric Acid, Wet Process","","","",""
"463","Belarus","Potassium Muriate","","","",""
"464","Belarus","Potassium Nitrate","","","",""
"465","Belarus","Potassium Sulfate","","","",""
"466","Belarus","Potassium-Sodium Nitrate","","","",""
"467","Belarus","Sodium Nitrate","","","",""
"468","Belarus","Sulfur","","","",""
"469","Belarus","Urea (Solid)","","","",""
"470","Belgium","Total","229029.28019999998","","",""
"471","Belgium","Ammonium Nitrate (Solid)","3.3069","","",""
"472","Belgium","Ammonium Sulfate","","","",""
"473","Belgium","Anhydrous Ammonia","","","",""
"474","Belgium","Aqua Ammonia","","","",""
"475","Belgium","Calcium Cyanamide","","","",""
"476","Belgium","Calcium Nitrate","","","",""
"477","Belgium","Chemical Mixtures","1288.5886999999998","","",""
"478","Belgium","Concentrated Super","","","",""
"479","Belgium","Diammonium Phosphate (DAP)","","","",""
"480","Belgium","Monammonium Phosphate (MAP)","","","",""
"481","Belgium","Nitrogen Solutions","","","",""
"482","Belgium","Normal Super","","","",""
"483","Belgium","Other Nitrogen Fertilizers","20.9437","","",""
"484","Belgium","Other Phosphate Fertilizers","1.1023","","",""
"485","Belgium","Other Potassium Fertilizers","","","",""
"486","Belgium","Phosphate Rock","227295.3623","","",""
"487","Belgium","Phosphoric Acid, Superphosphoric","","","",""
"488","Belgium","Phosphoric Acid, Wet Process","","","",""
"489","Belgium","Potassium Muriate","399.0326","","",""
"490","Belgium","Potassium Nitrate","","","",""
"491","Belgium","Potassium Sulfate","","","",""
"492","Belgium","Potassium-Sodium Nitrate","","","",""
"493","Belgium","Sodium Nitrate","","","",""
"494","Belgium","Sulfur","","","",""
"495","Belgium","Urea (Solid)","20.9437","","",""
"496","Belize","Total","7331.3973000000005","","",""
"497","Belize","Ammonium Nitrate (Solid)","","","",""
"498","Belize","Ammonium Sulfate","187.39100000000002","","",""
"499","Belize","Anhydrous Ammonia","","","",""
"500","Belize","Aqua Ammonia","","","",""
"501","Belize","Calcium Cyanamide","","","",""
"502","Belize","Calcium Nitrate","","","",""
"503","Belize","Chemical Mixtures","45.1943","","",""
"504","Belize","Concentrated Super","","","",""
"505","Belize","Diammonium Phosphate (DAP)","4716.7417000000005","","",""
"506","Belize","Monammonium Phosphate (MAP)","","","",""
"507","Belize","Nitrogen Solutions","","","",""
"508","Belize","Normal Super","","","",""
"509","Belize","Other Nitrogen Fertilizers","95.90010000000001","","",""
"510","Belize","Other Phosphate Fertilizers","","","",""
"511","Belize","Other Potassium Fertilizers","","","",""
"512","Belize","Phosphate Rock","","","",""
"513","Belize","Phosphoric Acid, Superphosphoric","","","",""
"514","Belize","Phosphoric Acid, Wet Process","","","",""
"515","Belize","Potassium Muriate","1288.5887","","",""
"516","Belize","Potassium Nitrate","","","",""
"517","Belize","Potassium Sulfate","","","",""
"518","Belize","Potassium-Sodium Nitrate","","","",""
"519","Belize","Sodium Nitrate","","","",""
"520","Belize","Sulfur","","","",""
"521","Belize","Urea (Solid)","997.5815000000001","","",""
"522","Benin","Total","","","",""
"523","Benin","Ammonium Nitrate (Solid)","","","",""
"524","Benin","Ammonium Sulfate","","","",""
"525","Benin","Anhydrous Ammonia","","","",""
"526","Benin","Aqua Ammonia","","","",""
"527","Benin","Calcium Cyanamide","","","",""
"528","Benin","Calcium Nitrate","","","",""
"529","Benin","Chemical Mixtures","","","",""
"530","Benin","Concentrated Super","","","",""
"531","Benin","Diammonium Phosphate (DAP)","","","",""
"532","Benin","Monammonium Phosphate (MAP)","","","",""
"533","Benin","Nitrogen Solutions","","","",""
"534","Benin","Normal Super","","","",""
"535","Benin","Other Nitrogen Fertilizers","","","",""
"536","Benin","Other Phosphate Fertilizers","","","",""
"537","Benin","Other Potassium Fertilizers","","","",""
