"","Country","Commodity","Exports.Tons","Exports.Dollars","Imports.Tons","Imports.Dollars"
"37","Afghanistan","Diammonium Phosphate (DAP)","","","",""
"38","Afghanistan","Monammonium Phosphate (MAP)","","","",""
"39","Afghanistan","Nitrogen Solutions","","","",""
"40","Afghanistan","Normal Super","","","",""
"41","Afghanistan","Other Nitrogen Fertilizers","","","",""
"42","Afghanistan","Other Phosphate Fertilizers","","","",""
"43","Afghanistan","Other Potassium Fertilizers","","","",""
"44","Afghanistan","Phosphate Rock","","","",""
"45","Afghanistan","Phosphoric Acid, Superphosphoric","","","",""
"46","Afghanistan","Phosphoric Acid, Wet Process","","","",""
"47","Afghanistan","Potassium Muriate","","","",""
"48","Afghanistan","Potassium Nitrate","","","",""
"49","Afghanistan","Potassium Sulfate","","","",""
"50","Afghanistan","Potassium-Sodium Nitrate","","","",""
"51","Afghanistan","Sodium Nitrate","1.1023","4952","",""
"52","Afghanistan","Sulfur","","","",""
"53","Afghanistan","Urea (Solid)","","","",""
"54","Albania","Total","","","",""
"55","Albania","Ammonium Nitrate (Solid)","","","",""
"56","Albania","Ammonium Sulfate","","","",""
"57","Albania","Anhydrous Ammonia","","","",""
"58","Albania","Aqua Ammonia","","","",""
"59","Albania","Calcium Cyanamide","","","",""
"60","Albania","Calcium Nitrate","","","",""
"61","Albania","Chemical Mixtures","","","",""
"62","Albania","Concentrated Super","","","",""
"63","Albania","Diammonium Phosphate (DAP)","","","",""
"64","Albania","Monammonium Phosphate (MAP)","","","",""
"65","Albania","Nitrogen Solutions","","","",""
"66","Albania","Normal Super","","","",""
"67","Albania","Other Nitrogen Fertilizers","","","",""
"68","Albania","Other Phosphate Fertilizers","","","",""
"69","Albania","Other Potassium Fertilizers","","","",""
"70","Albania","Phosphate Rock","","","",""
"71","Albania","Phosphoric Acid, Superphosphoric","","","",""
"72","Albania","Phosphoric Acid, Wet Process","","","",""
"73","Albania","Potassium Muriate","","","",""
"74","Albania","Potassium Nitrate","","","",""
"75","Albania","Potassium Sulfate","","","",""
"76","Albania","Potassium-Sodium Nitrate","","","",""
"77","Albania","Sodium Nitrate","","","",""
"78","Albania","Sulfur","","","",""
"79","Albania","Urea (Solid)","","","",""
"80","Algeria","Total","","","",""
"81","Algeria","Ammonium Nitrate (Solid)","","","",""
"82","Algeria","Ammonium Sulfate","","","",""
"83","Algeria","Anhydrous Ammonia","","","",""
"84","Algeria","Aqua Ammonia","","","",""
"85","Algeria","Calcium Cyanamide","","","",""
"86","Algeria","Calcium Nitrate","","","",""
"87","Algeria","Chemical Mixtures","","","",""
"88","Algeria","Concentrated Super","","","",""
"89","Algeria","Diammonium Phosphate (DAP)","","","",""
"90","Algeria","Monammonium Phosphate (MAP)","","","",""
"91","Algeria","Nitrogen Solutions","","","",""
"92","Algeria","Normal Super","","","",""
"93","Algeria","Other Nitrogen Fertilizers","","","",""
"94","Algeria","Other Phosphate Fertilizers","","","",""
"95","Algeria","Other Potassium Fertilizers","","","",""
"96","Algeria","Phosphate Rock","","","",""
"97","Algeria","Phosphoric Acid, Superphosphoric","","","",""
"98","Algeria","Phosphoric Acid, Wet Process","","","",""
"99","Algeria","Potassium Muriate","","","",""
"100","Algeria","Potassium Nitrate","","","",""
"101","Algeria","Potassium Sulfate","","","",""
"102","Algeria","Potassium-Sodium Nitrate","","","",""
"103","Algeria","Sodium Nitrate","","","",""
"104","Algeria","Sulfur","","","",""
"105","Algeria","Urea (Solid)","","","",""
"106","Andorra","Total","","","",""
"107","Andorra","Ammonium Nitrate (Solid)","","","",""
"108","Andorra","Ammonium Sulfate","","","",""
"109","Andorra","Anhydrous Ammonia","","","",""
"110","Andorra","Aqua Ammonia","","","",""
"111","Andorra","Calcium Cyanamide","","","",""
"112","Andorra","Calcium Nitrate","","","",""
"113","Andorra","Chemical Mixtures","","","",""
"114","Andorra","Concentrated Super","","","",""
"115","Andorra","Diammonium Phosphate (DAP)","","","",""
"116","Andorra","Monammonium Phosphate (MAP)","","","",""
"117","Andorra","Nitrogen Solutions","","","",""
"118","Andorra","Normal Super","","","",""
"119","Andorra","Other Nitrogen Fertilizers","","","",""
"120","Andorra","Other Phosphate Fertilizers","","","",""
"121","Andorra","Other Potassium Fertilizers","","","",""
"122","Andorra","Phosphate Rock","","","",""
"123","Andorra","Phosphoric Acid, Superphosphoric","","","",""
"124","Andorra","Phosphoric Acid, Wet Process","","","",""
"125","Andorra","Potassium Muriate","","","",""
"126","Andorra","Potassium Nitrate","","","",""
"127","Andorra","Potassium Sulfate","","","",""
"128","Andorra","Potassium-Sodium Nitrate","","","",""
"129","Andorra","Sodium Nitrate","","","",""
"130","Andorra","Sulfur","","","",""
"131","Andorra","Urea (Solid)","","","",""
"132","Angola","Total","","","",""
"133","Angola","Ammonium Nitrate (Solid)","","","",""
"134","Angola","Ammonium Sulfate","","","",""
"135","Angola","Anhydrous Ammonia","","","",""
"136","Angola","Aqua Ammonia","","","",""
"137","Angola","Calcium Cyanamide","","","",""
"138","Angola","Calcium Nitrate","","","",""
"139","Angola","Chemical Mixtures","","","",""
"140","Angola","Concentrated Super","","","",""
"141","Angola","Diammonium Phosphate (DAP)","","","",""
"142","Angola","Monammonium Phosphate (MAP)","","","",""
"143","Angola","Nitrogen Solutions","","","",""
"144","Angola","Normal Super","","","",""
"145","Angola","Other Nitrogen Fertilizers","","","",""
"146","Angola","Other Phosphate Fertilizers","","","",""
"147","Angola","Other Potassium Fertilizers","","","",""
"148","Angola","Phosphate Rock","","","",""
"149","Angola","Phosphoric Acid, Superphosphoric","","","",""
"150","Angola","Phosphoric Acid, Wet Process","","","",""
"151","Angola","Potassium Muriate","","","",""
"152","Angola","Potassium Nitrate","","","",""
"153","Angola","Potassium Sulfate","","","",""
"154","Angola","Potassium-Sodium Nitrate","","","",""
"155","Angola","Sodium Nitrate","","","",""
"156","Angola","Sulfur","","","",""
"157","Angola","Urea (Solid)","","","",""
"158","Anguilla","Total","","","",""
"159","Anguilla","Ammonium Nitrate (Solid)","","","",""
"160","Anguilla","Ammonium Sulfate","","","",""
"161","Anguilla","Anhydrous Ammonia","","","",""
"162","Anguilla","Aqua Ammonia","","","",""
"163","Anguilla","Calcium Cyanamide","","","",""
"164","Anguilla","Calcium Nitrate","","","",""
"165","Anguilla","Chemical Mixtures","","","",""
"166","Anguilla","Concentrated Super","","","",""
"167","Anguilla","Diammonium Phosphate (DAP)","","","",""
"168","Anguilla","Monammonium Phosphate (MAP)","","","",""
"169","Anguilla","Nitrogen Solutions","","","",""
"170","Anguilla","Normal Super","","","",""
"171","Anguilla","Other Nitrogen Fertilizers","","","",""
"172","Anguilla","Other Phosphate Fertilizers","","","",""
"173","Anguilla","Other Potassium Fertilizers","","","",""
"174","Anguilla","Phosphate Rock","","","",""
"175","Anguilla","Phosphoric Acid, Superphosphoric","","","",""
"176","Anguilla","Phosphoric Acid, Wet Process","","","",""
"177","Anguilla","Potassium Muriate","","","",""
"178","Anguilla","Potassium Nitrate","","","",""
"179","Anguilla","Potassium Sulfate","","","",""
"180","Anguilla","Potassium-Sodium Nitrate","","","",""
"181","Anguilla","Sodium Nitrate","","","",""
"182","Anguilla","Sulfur","","","",""
"183","Anguilla","Urea (Solid)","","","",""
"184","Antigua & Barbuda","Total","1118.8345","146785","",""
"185","Antigua & Barbuda","Ammonium Nitrate (Solid)","","","",""
"186","Antigua & Barbuda","Ammonium Sulfate","","","",""
"187","Antigua & Barbuda","Anhydrous Ammonia","","","",""
"188","Antigua & Barbuda","Aqua Ammonia","","","",""
"189","Antigua & Barbuda","Calcium Cyanamide","","","",""
"190","Antigua & Barbuda","Calcium Nitrate","","","",""
"191","Antigua & Barbuda","Chemical Mixtures","14.3299","13930","",""
"192","Antigua & Barbuda","Concentrated Super","","","",""
"193","Antigua & Barbuda","Diammonium Phosphate (DAP)","","","",""
"194","Antigua & Barbuda","Monammonium Phosphate (MAP)","","","",""
"195","Antigua & Barbuda","Nitrogen Solutions","","","",""
"196","Antigua & Barbuda","Normal Super","","","",""
"197","Antigua & Barbuda","Other Nitrogen Fertilizers","636.0271","7539","",""
"198","Antigua & Barbuda","Other Phosphate Fertilizers","","","",""
"199","Antigua & Barbuda","Other Potassium Fertilizers","","","",""
"200","Antigua & Barbuda","Phosphate Rock","","","",""
"201","Antigua & Barbuda","Phosphoric Acid, Superphosphoric","","","",""
"202","Antigua & Barbuda","Phosphoric Acid, Wet Process","468.4775","125316","",""
"203","Antigua & Barbuda","Potassium Muriate","","","",""
"204","Antigua & Barbuda","Potassium Nitrate","","","",""
"205","Antigua & Barbuda","Potassium Sulfate","","","",""
"206","Antigua & Barbuda","Potassium-Sodium Nitrate","","","",""
"207","Antigua & Barbuda","Sodium Nitrate","","","",""
"208","Antigua & Barbuda","Sulfur","","","",""
"209","Antigua & Barbuda","Urea (Solid)","","","",""
"210","Argentina","Total","335322.96690000006","125888326","",""
"211","Argentina","Ammonium Nitrate (Solid)","","","",""
"212","Argentina","Ammonium Sulfate","44484.41880000001","9123163","",""
"213","Argentina","Anhydrous Ammonia","","","",""
"214","Argentina","Aqua Ammonia","","","",""
"215","Argentina","Calcium Cyanamide","","","",""
"216","Argentina","Calcium Nitrate","","","",""
"217","Argentina","Chemical Mixtures","74.9564","144285","",""
"218","Argentina","Concentrated Super","","","",""
"219","Argentina","Diammonium Phosphate (DAP)","","","",""
"220","Argentina","Monammonium Phosphate (MAP)","284192.7814","112219643","",""
"221","Argentina","Nitrogen Solutions","","","",""
"222","Argentina","Normal Super","","","",""
"223","Argentina","Other Nitrogen Fertilizers","","","",""
"224","Argentina","Other Phosphate Fertilizers","","","",""
"225","Argentina","Other Potassium Fertilizers","","","",""
"226","Argentina","Phosphate Rock","","","",""
"227","Argentina","Phosphoric Acid, Superphosphoric","","","",""
"228","Argentina","Phosphoric Acid, Wet Process","6502.4677","4314983","",""
"229","Argentina","Potassium Muriate","7.716099999999999","32443","",""
"230","Argentina","Potassium Nitrate","","","",""
"231","Argentina","Potassium Sulfate","","","",""
"232","Argentina","Potassium-Sodium Nitrate","","","",""
"233","Argentina","Sodium Nitrate","40.7851","42378","",""
"234","Argentina","Sulfur","","","",""
"235","Argentina","Urea (Solid)","19.8414","11431","",""
"236","Aruba","Total","24.2506","22660","",""
"237","Aruba","Ammonium Nitrate (Solid)","","","",""
"238","Aruba","Ammonium Sulfate","","","",""
"239","Aruba","Anhydrous Ammonia","1.1023","4230","",""
"240","Aruba","Aqua Ammonia","8.8184","5240","",""
"241","Aruba","Calcium Cyanamide","","","",""
"242","Aruba","Calcium Nitrate","","","",""
"243","Aruba","Chemical Mixtures","14.3299","13190","",""
"244","Aruba","Concentrated Super","","","",""
"245","Aruba","Diammonium Phosphate (DAP)","","","",""
"246","Aruba","Monammonium Phosphate (MAP)","","","",""
"247","Aruba","Nitrogen Solutions","","","",""
"248","Aruba","Normal Super","","","",""
"249","Aruba","Other Nitrogen Fertilizers","","","",""
"250","Aruba","Other Phosphate Fertilizers","","","",""
"251","Aruba","Other Potassium Fertilizers","","","",""
"252","Aruba","Phosphate Rock","","","",""
"253","Aruba","Phosphoric Acid, Superphosphoric","","","",""
"254","Aruba","Phosphoric Acid, Wet Process","","","",""
"255","Aruba","Potassium Muriate","","","",""
"256","Aruba","Potassium Nitrate","","","",""
"257","Aruba","Potassium Sulfate","","","",""
"258","Aruba","Potassium-Sodium Nitrate","","","",""
"259","Aruba","Sodium Nitrate","","","",""
"260","Aruba","Sulfur","","","",""
"261","Aruba","Urea (Solid)","","","",""
"262","Australia (No Islands)","Total","650684.3831000002","267494209","5606.2978","1159675"
"263","Australia (No Islands)","Ammonium Nitrate (Solid)","40116.003899999996","14107307","",""
"264","Australia (No Islands)","Ammonium Sulfate","131.1737","29902","",""
"265","Australia (No Islands)","Anhydrous Ammonia","173.06109999999998","86976","",""
"266","Australia (No Islands)","Aqua Ammonia","154.32200000000003","39130","",""
"267","Australia (No Islands)","Calcium Cyanamide","","","",""
"268","Australia (No Islands)","Calcium Nitrate","","","",""
"269","Australia (No Islands)","Chemical Mixtures","53054.8013","22078821","1145.2897","567155"
"270","Australia (No Islands)","Concentrated Super","","","",""
"271","Australia (No Islands)","Diammonium Phosphate (DAP)","162025.97470000002","69180547","",""
"272","Australia (No Islands)","Monammonium Phosphate (MAP)","363491.1411000001","153225781","",""
"273","Australia (No Islands)","Nitrogen Solutions","9455.5294","1795721","",""
"274","Australia (No Islands)","Normal Super","","","",""
"275","Australia (No Islands)","Other Nitrogen Fertilizers","447.53380000000004","363482","",""
"276","Australia (No Islands)","Other Phosphate Fertilizers","","","",""
"277","Australia (No Islands)","Other Potassium Fertilizers","","","",""
"278","Australia (No Islands)","Phosphate Rock","5002.2374","125011","",""
"279","Australia (No Islands)","Phosphoric Acid, Superphosphoric","16.5345","9690","",""
"280","Australia (No Islands)","Phosphoric Acid, Wet Process","330.69000000000005","95472","",""
"281","Australia (No Islands)","Potassium Muriate","20.9437","30181","",""
"282","Australia (No Islands)","Potassium Nitrate","608.4696","284406","",""
"283","Australia (No Islands)","Potassium Sulfate","15573.294399999999","5921784","",""
"284","Australia (No Islands)","Potassium-Sodium Nitrate","","","",""
"285","Australia (No Islands)","Sodium Nitrate","","","",""
"286","Australia (No Islands)","Sulfur","","","",""
"287","Australia (No Islands)","Urea (Solid)","82.6725","119998","4461.008100000001","592520"
"288","Austria","Total","162.0381","305122","",""
"289","Austria","Ammonium Nitrate (Solid)","","","",""
"290","Austria","Ammonium Sulfate","","","",""
"291","Austria","Anhydrous Ammonia","","","",""
"292","Austria","Aqua Ammonia","","","",""
"293","Austria","Calcium Cyanamide","","","",""
"294","Austria","Calcium Nitrate","","","",""
"295","Austria","Chemical Mixtures","160.93580000000003","266674","",""
"296","Austria","Concentrated Super","","","",""
"297","Austria","Diammonium Phosphate (DAP)","","","",""
"298","Austria","Monammonium Phosphate (MAP)","","","",""
"299","Austria","Nitrogen Solutions","","","",""
"300","Austria","Normal Super","","","",""
"301","Austria","Other Nitrogen Fertilizers","","","",""
"302","Austria","Other Phosphate Fertilizers","","","",""
"303","Austria","Other Potassium Fertilizers","","","",""
"304","Austria","Phosphate Rock","","","",""
"305","Austria","Phosphoric Acid, Superphosphoric","","","",""
"306","Austria","Phosphoric Acid, Wet Process","","","",""
"307","Austria","Potassium Muriate","1.1023","38448","",""
"308","Austria","Potassium Nitrate","","","",""
"309","Austria","Potassium Sulfate","","","",""
"310","Austria","Potassium-Sodium Nitrate","","","",""
"311","Austria","Sodium Nitrate","","","",""
"312","Austria","Sulfur","","","",""
"313","Austria","Urea (Solid)","","","",""
"314","Azerbaijan","Total","","","",""
"315","Azerbaijan","Ammonium Nitrate (Solid)","","","",""
"316","Azerbaijan","Ammonium Sulfate","","","",""
"317","Azerbaijan","Anhydrous Ammonia","","","",""
"318","Azerbaijan","Aqua Ammonia","","","",""
"319","Azerbaijan","Calcium Cyanamide","","","",""
"320","Azerbaijan","Calcium Nitrate","","","",""
"321","Azerbaijan","Chemical Mixtures","","","",""
"322","Azerbaijan","Concentrated Super","","","",""
"323","Azerbaijan","Diammonium Phosphate (DAP)","","","",""
"324","Azerbaijan","Monammonium Phosphate (MAP)","","","",""
"325","Azerbaijan","Nitrogen Solutions","","","",""
"326","Azerbaijan","Normal Super","","","",""
"327","Azerbaijan","Other Nitrogen Fertilizers","","","",""
"328","Azerbaijan","Other Phosphate Fertilizers","","","",""
"329","Azerbaijan","Other Potassium Fertilizers","","","",""
"330","Azerbaijan","Phosphate Rock","","","",""
"331","Azerbaijan","Phosphoric Acid, Superphosphoric","","","",""
"332","Azerbaijan","Phosphoric Acid, Wet Process","","","",""
"333","Azerbaijan","Potassium Muriate","","","",""
"334","Azerbaijan","Potassium Nitrate","","","",""
"335","Azerbaijan","Potassium Sulfate","","","",""
"336","Azerbaijan","Potassium-Sodium Nitrate","","","",""
"337","Azerbaijan","Sodium Nitrate","","","",""
"338","Azerbaijan","Sulfur","","","",""
"339","Azerbaijan","Urea (Solid)","","","",""
"340","Bahamas","Total","10848.836600000002","618639","",""
"341","Bahamas","Ammonium Nitrate (Solid)","308.644","177501","",""
"342","Bahamas","Ammonium Sulfate","","","",""
"343","Bahamas","Anhydrous Ammonia","2.2046","7412","",""
"344","Bahamas","Aqua Ammonia","","","",""
"345","Bahamas","Calcium Cyanamide","","","",""
"346","Bahamas","Calcium Nitrate","","","",""
"347","Bahamas","Chemical Mixtures","643.7432000000001","178666","",""
"348","Bahamas","Concentrated Super","","","",""
"349","Bahamas","Diammonium Phosphate (DAP)","","","",""
"350","Bahamas","Monammonium Phosphate (MAP)","","","",""
"351","Bahamas","Nitrogen Solutions","","","",""
"352","Bahamas","Normal Super","","","",""
"353","Bahamas","Other Nitrogen Fertilizers","17.6368","31060","",""
"354","Bahamas","Other Phosphate Fertilizers","","","",""
"355","Bahamas","Other Potassium Fertilizers","","","",""
"356","Bahamas","Phosphate Rock","9876.608","224000","",""
"357","Bahamas","Phosphoric Acid, Superphosphoric","","","",""
"358","Bahamas","Phosphoric Acid, Wet Process","","","",""
"359","Bahamas","Potassium Muriate","","","",""
"360","Bahamas","Potassium Nitrate","","","",""
"361","Bahamas","Potassium Sulfate","","","",""
"362","Bahamas","Potassium-Sodium Nitrate","","","",""
"363","Bahamas","Sodium Nitrate","","","",""
"364","Bahamas","Sulfur","","","",""
"365","Bahamas","Urea (Solid)","","","",""
"366","Bahrain","Total","","","293179.83330000006","83278739"
"367","Bahrain","Ammonium Nitrate (Solid)","","","",""
"368","Bahrain","Ammonium Sulfate","","","",""
"369","Bahrain","Anhydrous Ammonia","","","",""
"370","Bahrain","Aqua Ammonia","","","",""
"371","Bahrain","Calcium Cyanamide","","","",""
"372","Bahrain","Calcium Nitrate","","","",""
"373","Bahrain","Chemical Mixtures","","","",""
"374","Bahrain","Concentrated Super","","","",""
"375","Bahrain","Diammonium Phosphate (DAP)","","","",""
"376","Bahrain","Monammonium Phosphate (MAP)","","","",""
"377","Bahrain","Nitrogen Solutions","","","",""
"378","Bahrain","Normal Super","","","",""
"379","Bahrain","Other Nitrogen Fertilizers","","","",""
"380","Bahrain","Other Phosphate Fertilizers","","","",""
"381","Bahrain","Other Potassium Fertilizers","","","",""
"382","Bahrain","Phosphate Rock","","","",""
"383","Bahrain","Phosphoric Acid, Superphosphoric","","","",""
"384","Bahrain","Phosphoric Acid, Wet Process","","","",""
"385","Bahrain","Potassium Muriate","","","",""
"386","Bahrain","Potassium Nitrate","","","",""
"387","Bahrain","Potassium Sulfate","","","",""
"388","Bahrain","Potassium-Sodium Nitrate","","","",""
"389","Bahrain","Sodium Nitrate","","","",""
"390","Bahrain","Sulfur","","","",""
"391","Bahrain","Urea (Solid)","","","293179.83330000006","83278739"
"392","Bangladesh","Total","","","25147.8722","6422022"
"393","Bangladesh","Ammonium Nitrate (Solid)","","","",""
"394","Bangladesh","Ammonium Sulfate","","","",""
"395","Bangladesh","Anhydrous Ammonia","","","",""
"396","Bangladesh","Aqua Ammonia","","","",""
"397","Bangladesh","Calcium Cyanamide","","","",""
"398","Bangladesh","Calcium Nitrate","","","",""
"399","Bangladesh","Chemical Mixtures","","","",""
"400","Bangladesh","Concentrated Super","","","",""
"401","Bangladesh","Diammonium Phosphate (DAP)","","","",""
"402","Bangladesh","Monammonium Phosphate (MAP)","","","",""
"403","Bangladesh","Nitrogen Solutions","","","",""
"404","Bangladesh","Normal Super","","","",""
"405","Bangladesh","Other Nitrogen Fertilizers","","","",""
"406","Bangladesh","Other Phosphate Fertilizers","","","",""
"407","Bangladesh","Other Potassium Fertilizers","","","",""
"408","Bangladesh","Phosphate Rock","","","",""
"409","Bangladesh","Phosphoric Acid, Superphosphoric","","","",""
"410","Bangladesh","Phosphoric Acid, Wet Process","","","",""
"411","Bangladesh","Potassium Muriate","","","",""
"412","Bangladesh","Potassium Nitrate","","","",""
"413","Bangladesh","Potassium Sulfate","","","",""
"414","Bangladesh","Potassium-Sodium Nitrate","","","",""
"415","Bangladesh","Sodium Nitrate","","","",""
"416","Bangladesh","Sulfur","","","",""
"417","Bangladesh","Urea (Solid)","","","25147.8722","6422022"
"418","Barbados","Total","1236.7806","558382","",""
"419","Barbados","Ammonium Nitrate (Solid)","","","",""
"420","Barbados","Ammonium Sulfate","","","",""
"421","Barbados","Anhydrous Ammonia","13.2276","17172","",""
"422","Barbados","Aqua Ammonia","4.4092","6408","",""
"423","Barbados","Calcium Cyanamide","","","",""
"424","Barbados","Calcium Nitrate","","","",""
"425","Barbados","Chemical Mixtures","195.1071","154597","",""
"426","Barbados","Concentrated Super","","","",""
"427","Barbados","Diammonium Phosphate (DAP)","","","",""
"428","Barbados","Monammonium Phosphate (MAP)","","","",""
"429","Barbados","Nitrogen Solutions","","","",""
"430","Barbados","Normal Super","","","",""
"431","Barbados","Other Nitrogen Fertilizers","","","",""
"432","Barbados","Other Phosphate Fertilizers","","","",""
"433","Barbados","Other Potassium Fertilizers","","","",""
"434","Barbados","Phosphate Rock","","","",""
"435","Barbados","Phosphoric Acid, Superphosphoric","11.023000000000001","13905","",""
"436","Barbados","Phosphoric Acid, Wet Process","","","",""
"437","Barbados","Potassium Muriate","1005.2976","352740","",""
"438","Barbados","Potassium Nitrate","7.716100000000001","13560","",""
"439","Barbados","Potassium Sulfate","","","",""
"440","Barbados","Potassium-Sodium Nitrate","","","",""
"441","Barbados","Sodium Nitrate","","","",""
"442","Barbados","Sulfur","","","",""
"443","Barbados","Urea (Solid)","","","",""
"444","Belarus","Total","","","",""
"445","Belarus","Ammonium Nitrate (Solid)","","","",""
"446","Belarus","Ammonium Sulfate","","","",""
"447","Belarus","Anhydrous Ammonia","","","",""
"448","Belarus","Aqua Ammonia","","","",""
"449","Belarus","Calcium Cyanamide","","","",""
"450","Belarus","Calcium Nitrate","","","",""
"451","Belarus","Chemical Mixtures","","","",""
"452","Belarus","Concentrated Super","","","",""
"453","Belarus","Diammonium Phosphate (DAP)","","","",""
"454","Belarus","Monammonium Phosphate (MAP)","","","",""
"455","Belarus","Nitrogen Solutions","","","",""
"456","Belarus","Normal Super","","","",""
"457","Belarus","Other Nitrogen Fertilizers","","","",""
"458","Belarus","Other Phosphate Fertilizers","","","",""
"459","Belarus","Other Potassium Fertilizers","","","",""
"460","Belarus","Phosphate Rock","","","",""
"461","Belarus","Phosphoric Acid, Superphosphoric","","","",""
"462","Belarus","Phosphoric Acid, Wet Process","","","",""
"463","Belarus","Potassium Muriate","","","",""
"464","Belarus","Potassium Nitrate","","","",""
"465","Belarus","Potassium Sulfate","","","",""
"466","Belarus","Potassium-Sodium Nitrate","","","",""
"467","Belarus","Sodium Nitrate","","","",""
"468","Belarus","Sulfur","","","",""
"469","Belarus","Urea (Solid)","","","",""
"470","Belgium","Total","67413.3611","11082775","40770.77010000001","22260858"
"471","Belgium","Ammonium Nitrate (Solid)","","","",""
"472","Belgium","Ammonium Sulfate","","","",""
"473","Belgium","Anhydrous Ammonia","1955.4802","565036","",""
"474","Belgium","Aqua Ammonia","","","",""
"475","Belgium","Calcium Cyanamide","","","",""
"476","Belgium","Calcium Nitrate","","","",""
"477","Belgium","Chemical Mixtures","166.4473","303657","553.3546","420396"
"478","Belgium","Concentrated Super","","","28.6598","15914"
"479","Belgium","Diammonium Phosphate (DAP)","","","4435.6552","2206224"
"480","Belgium","Monammonium Phosphate (MAP)","","","1221.3483999999999","1081175"
"481","Belgium","Nitrogen Solutions","64501.084500000004","8644179","",""
"482","Belgium","Normal Super","","","",""
"483","Belgium","Other Nitrogen Fertilizers","","","",""
"484","Belgium","Other Phosphate Fertilizers","","","",""
"485","Belgium","Other Potassium Fertilizers","","","",""
"486","Belgium","Phosphate Rock","","","",""
"487","Belgium","Phosphoric Acid, Superphosphoric","","","",""
"488","Belgium","Phosphoric Acid, Wet Process","","","34447.9773","18493004"
"489","Belgium","Potassium Muriate","162.03810000000004","924435","2.2046","2789"
"490","Belgium","Potassium Nitrate","583.1167","601848","",""
"491","Belgium","Potassium Sulfate","","","81.5702","41356"
"492","Belgium","Potassium-Sodium Nitrate","","","",""
"493","Belgium","Sodium Nitrate","1.1023","3960","",""
"494","Belgium","Sulfur","","","",""
"495","Belgium","Urea (Solid)","44.092","39660","",""
"496","Belize","Total","3122.8159","1283077","",""
"497","Belize","Ammonium Nitrate (Solid)","","","",""
"498","Belize","Ammonium Sulfate","298.7233","107280","",""
"499","Belize","Anhydrous Ammonia","","","",""
"500","Belize","Aqua Ammonia","","","",""
"501","Belize","Calcium Cyanamide","","","",""
"502","Belize","Calcium Nitrate","","","",""
"503","Belize","Chemical Mixtures","45.1943","92857","",""
"504","Belize","Concentrated Super","","","",""
"505","Belize","Diammonium Phosphate (DAP)","181.8795","23375","",""
"506","Belize","Monammonium Phosphate (MAP)","33.069","41957","",""
"507","Belize","Nitrogen Solutions","","","",""
"508","Belize","Normal Super","","","",""
"509","Belize","Other Nitrogen Fertilizers","","","",""
"510","Belize","Other Phosphate Fertilizers","","","",""
"511","Belize","Other Potassium Fertilizers","","","",""
"512","Belize","Phosphate Rock","","","",""
"513","Belize","Phosphoric Acid, Superphosphoric","18.7391","72150","",""
"514","Belize","Phosphoric Acid, Wet Process","","","",""
"515","Belize","Potassium Muriate","2401.9117","806176","",""
