"","Country","Commodity","Exports.Tons","Exports.Dollars","Imports.Tons","Imports.Dollars"
"66","Albania","Normal Super","","","",""
"67","Albania","Other Nitrogen Fertilizers","","","",""
"68","Albania","Other Phosphate Fertilizers","","","",""
"69","Albania","Other Potassium Fertilizers","","","",""
"70","Albania","Phosphate Rock","","","",""
"71","Albania","Phosphoric Acid, Superphosphoric","","","",""
"72","Albania","Phosphoric Acid, Wet Process","","","",""
"73","Albania","Potassium Muriate","","","",""
"74","Albania","Potassium Nitrate","","","",""
"75","Albania","Potassium Sulfate","","","",""
"76","Albania","Potassium-Sodium Nitrate","","","",""
"77","Albania","Sodium Nitrate","","","",""
"78","Albania","Sulfur","","","",""
"79","Albania","Urea (Solid)","","","",""
"80","Algeria","Total","","","81758.69330000001","7952852"
"81","Algeria","Ammonium Nitrate (Solid)","","","",""
"82","Algeria","Ammonium Sulfate","","","",""
"83","Algeria","Anhydrous Ammonia","","","",""
"84","Algeria","Aqua Ammonia","","","",""
"85","Algeria","Calcium Cyanamide","","","",""
"86","Algeria","Calcium Nitrate","","","",""
"87","Algeria","Chemical Mixtures","","","",""
"88","Algeria","Concentrated Super","","","",""
"89","Algeria","Diammonium Phosphate (DAP)","","","",""
"90","Algeria","Monammonium Phosphate (MAP)","","","",""
"91","Algeria","Nitrogen Solutions","","","81758.69330000001","7952852"
"92","Algeria","Normal Super","","","",""
"93","Algeria","Other Nitrogen Fertilizers","","","",""
"94","Algeria","Other Phosphate Fertilizers","","","",""
"95","Algeria","Other Potassium Fertilizers","","","",""
"96","Algeria","Phosphate Rock","","","",""
"97","Algeria","Phosphoric Acid, Superphosphoric","","","",""
"98","Algeria","Phosphoric Acid, Wet Process","","","",""
"99","Algeria","Potassium Muriate","","","",""
"100","Algeria","Potassium Nitrate","","","",""
"101","Algeria","Potassium Sulfate","","","",""
"102","Algeria","Potassium-Sodium Nitrate","","","",""
"103","Algeria","Sodium Nitrate","","","",""
"104","Algeria","Sulfur","","","",""
"105","Algeria","Urea (Solid)","","","",""
"106","Andorra","Total","","","",""
"107","Andorra","Ammonium Nitrate (Solid)","","","",""
"108","Andorra","Ammonium Sulfate","","","",""
"109","Andorra","Anhydrous Ammonia","","","",""
"110","Andorra","Aqua Ammonia","","","",""
"111","Andorra","Calcium Cyanamide","","","",""
"112","Andorra","Calcium Nitrate","","","",""
"113","Andorra","Chemical Mixtures","","","",""
"114","Andorra","Concentrated Super","","","",""
"115","Andorra","Diammonium Phosphate (DAP)","","","",""
"116","Andorra","Monammonium Phosphate (MAP)","","","",""
"117","Andorra","Nitrogen Solutions","","","",""
"118","Andorra","Normal Super","","","",""
"119","Andorra","Other Nitrogen Fertilizers","","","",""
"120","Andorra","Other Phosphate Fertilizers","","","",""
"121","Andorra","Other Potassium Fertilizers","","","",""
"122","Andorra","Phosphate Rock","","","",""
"123","Andorra","Phosphoric Acid, Superphosphoric","","","",""
"124","Andorra","Phosphoric Acid, Wet Process","","","",""
"125","Andorra","Potassium Muriate","","","",""
"126","Andorra","Potassium Nitrate","","","",""
"127","Andorra","Potassium Sulfate","","","",""
"128","Andorra","Potassium-Sodium Nitrate","","","",""
"129","Andorra","Sodium Nitrate","","","",""
"130","Andorra","Sulfur","","","",""
"131","Andorra","Urea (Solid)","","","",""
"132","Angola","Total","","","",""
"133","Angola","Ammonium Nitrate (Solid)","","","",""
"134","Angola","Ammonium Sulfate","","","",""
"135","Angola","Anhydrous Ammonia","","","",""
"136","Angola","Aqua Ammonia","","","",""
"137","Angola","Calcium Cyanamide","","","",""
"138","Angola","Calcium Nitrate","","","",""
"139","Angola","Chemical Mixtures","","","",""
"140","Angola","Concentrated Super","","","",""
"141","Angola","Diammonium Phosphate (DAP)","","","",""
"142","Angola","Monammonium Phosphate (MAP)","","","",""
"143","Angola","Nitrogen Solutions","","","",""
"144","Angola","Normal Super","","","",""
"145","Angola","Other Nitrogen Fertilizers","","","",""
"146","Angola","Other Phosphate Fertilizers","","","",""
"147","Angola","Other Potassium Fertilizers","","","",""
"148","Angola","Phosphate Rock","","","",""
"149","Angola","Phosphoric Acid, Superphosphoric","","","",""
"150","Angola","Phosphoric Acid, Wet Process","","","",""
"151","Angola","Potassium Muriate","","","",""
"152","Angola","Potassium Nitrate","","","",""
"153","Angola","Potassium Sulfate","","","",""
"154","Angola","Potassium-Sodium Nitrate","","","",""
"155","Angola","Sodium Nitrate","","","",""
"156","Angola","Sulfur","","","",""
"157","Angola","Urea (Solid)","","","",""
"158","Anguilla","Total","1.1023","","",""
"159","Anguilla","Ammonium Nitrate (Solid)","","","",""
"160","Anguilla","Ammonium Sulfate","","","",""
"161","Anguilla","Anhydrous Ammonia","","","",""
"162","Anguilla","Aqua Ammonia","","","",""
"163","Anguilla","Calcium Cyanamide","","","",""
"164","Anguilla","Calcium Nitrate","","","",""
"165","Anguilla","Chemical Mixtures","","","",""
"166","Anguilla","Concentrated Super","","","",""
"167","Anguilla","Diammonium Phosphate (DAP)","","","",""
"168","Anguilla","Monammonium Phosphate (MAP)","","","",""
"169","Anguilla","Nitrogen Solutions","","","",""
"170","Anguilla","Normal Super","","","",""
"171","Anguilla","Other Nitrogen Fertilizers","","","",""
"172","Anguilla","Other Phosphate Fertilizers","1.1023","","",""
"173","Anguilla","Other Potassium Fertilizers","","","",""
"174","Anguilla","Phosphate Rock","","","",""
"175","Anguilla","Phosphoric Acid, Superphosphoric","","","",""
"176","Anguilla","Phosphoric Acid, Wet Process","","","",""
"177","Anguilla","Potassium Muriate","","","",""
"178","Anguilla","Potassium Nitrate","","","",""
"179","Anguilla","Potassium Sulfate","","","",""
"180","Anguilla","Potassium-Sodium Nitrate","","","",""
"181","Anguilla","Sodium Nitrate","","","",""
"182","Anguilla","Sulfur","","","",""
"183","Anguilla","Urea (Solid)","","","",""
"184","Antigua & Barbuda","Total","","","",""
"185","Antigua & Barbuda","Ammonium Nitrate (Solid)","","","",""
"186","Antigua & Barbuda","Ammonium Sulfate","","","",""
"187","Antigua & Barbuda","Anhydrous Ammonia","","","",""
"188","Antigua & Barbuda","Aqua Ammonia","","","",""
"189","Antigua & Barbuda","Calcium Cyanamide","","","",""
"190","Antigua & Barbuda","Calcium Nitrate","","","",""
"191","Antigua & Barbuda","Chemical Mixtures","","","",""
"192","Antigua & Barbuda","Concentrated Super","","","",""
"193","Antigua & Barbuda","Diammonium Phosphate (DAP)","","","",""
"194","Antigua & Barbuda","Monammonium Phosphate (MAP)","","","",""
"195","Antigua & Barbuda","Nitrogen Solutions","","","",""
"196","Antigua & Barbuda","Normal Super","","","",""
"197","Antigua & Barbuda","Other Nitrogen Fertilizers","","","",""
"198","Antigua & Barbuda","Other Phosphate Fertilizers","","","",""
"199","Antigua & Barbuda","Other Potassium Fertilizers","","","",""
"200","Antigua & Barbuda","Phosphate Rock","","","",""
"201","Antigua & Barbuda","Phosphoric Acid, Superphosphoric","","","",""
"202","Antigua & Barbuda","Phosphoric Acid, Wet Process","","","",""
"203","Antigua & Barbuda","Potassium Muriate","","","",""
"204","Antigua & Barbuda","Potassium Nitrate","","","",""
"205","Antigua & Barbuda","Potassium Sulfate","","","",""
"206","Antigua & Barbuda","Potassium-Sodium Nitrate","","","",""
"207","Antigua & Barbuda","Sodium Nitrate","","","",""
"208","Antigua & Barbuda","Sulfur","","","",""
"209","Antigua & Barbuda","Urea (Solid)","","","",""
"210","Argentina","Total","801287.2229000002","","24932.923700000003","4642130"
"211","Argentina","Ammonium Nitrate (Solid)","","","",""
"212","Argentina","Ammonium Sulfate","64425.025799999996","","",""
"213","Argentina","Anhydrous Ammonia","","","24932.923700000003","4642130"
"214","Argentina","Aqua Ammonia","","","",""
"215","Argentina","Calcium Cyanamide","","","",""
"216","Argentina","Calcium Nitrate","","","",""
"217","Argentina","Chemical Mixtures","79.3656","","",""
"218","Argentina","Concentrated Super","8927.5277","","",""
"219","Argentina","Diammonium Phosphate (DAP)","402131.1653","","",""
"220","Argentina","Monammonium Phosphate (MAP)","318485.33440000005","","",""
"221","Argentina","Nitrogen Solutions","","","",""
"222","Argentina","Normal Super","","","",""
"223","Argentina","Other Nitrogen Fertilizers","3.3069","","",""
"224","Argentina","Other Phosphate Fertilizers","","","",""
"225","Argentina","Other Potassium Fertilizers","6048.3201","","",""
"226","Argentina","Phosphate Rock","1144.1874","","",""
"227","Argentina","Phosphoric Acid, Superphosphoric","","","",""
"228","Argentina","Phosphoric Acid, Wet Process","","","",""
"229","Argentina","Potassium Muriate","20.9437","","",""
"230","Argentina","Potassium Nitrate","","","",""
"231","Argentina","Potassium Sulfate","","","",""
"232","Argentina","Potassium-Sodium Nitrate","","","",""
"233","Argentina","Sodium Nitrate","22.046","","",""
"234","Argentina","Sulfur","","","",""
"235","Argentina","Urea (Solid)","","","",""
"236","Aruba","Total","","","",""
"237","Aruba","Ammonium Nitrate (Solid)","","","",""
"238","Aruba","Ammonium Sulfate","","","",""
"239","Aruba","Anhydrous Ammonia","","","",""
"240","Aruba","Aqua Ammonia","","","",""
"241","Aruba","Calcium Cyanamide","","","",""
"242","Aruba","Calcium Nitrate","","","",""
"243","Aruba","Chemical Mixtures","","","",""
"244","Aruba","Concentrated Super","","","",""
"245","Aruba","Diammonium Phosphate (DAP)","","","",""
"246","Aruba","Monammonium Phosphate (MAP)","","","",""
"247","Aruba","Nitrogen Solutions","","","",""
"248","Aruba","Normal Super","","","",""
"249","Aruba","Other Nitrogen Fertilizers","","","",""
"250","Aruba","Other Phosphate Fertilizers","","","",""
"251","Aruba","Other Potassium Fertilizers","","","",""
"252","Aruba","Phosphate Rock","","","",""
"253","Aruba","Phosphoric Acid, Superphosphoric","","","",""
"254","Aruba","Phosphoric Acid, Wet Process","","","",""
"255","Aruba","Potassium Muriate","","","",""
"256","Aruba","Potassium Nitrate","","","",""
"257","Aruba","Potassium Sulfate","","","",""
"258","Aruba","Potassium-Sodium Nitrate","","","",""
"259","Aruba","Sodium Nitrate","","","",""
"260","Aruba","Sulfur","","","",""
"261","Aruba","Urea (Solid)","","","",""
"262","Australia (No Islands)","Total","1199627.5784999998","","24996.857099999994","1101219"
"263","Australia (No Islands)","Ammonium Nitrate (Solid)","7028.2648","","",""
"264","Australia (No Islands)","Ammonium Sulfate","","","",""
"265","Australia (No Islands)","Anhydrous Ammonia","","","",""
"266","Australia (No Islands)","Aqua Ammonia","","","",""
"267","Australia (No Islands)","Calcium Cyanamide","","","",""
"268","Australia (No Islands)","Calcium Nitrate","","","",""
"269","Australia (No Islands)","Chemical Mixtures","6649.0736","","5.5115","15341"
"270","Australia (No Islands)","Concentrated Super","82355.03760000001","","",""
"271","Australia (No Islands)","Diammonium Phosphate (DAP)","249706.22359999997","","",""
"272","Australia (No Islands)","Monammonium Phosphate (MAP)","833725.7073","","",""
"273","Australia (No Islands)","Nitrogen Solutions","78.2633","","",""
"274","Australia (No Islands)","Normal Super","","","",""
"275","Australia (No Islands)","Other Nitrogen Fertilizers","214.94850000000002","","156.5266000000001","153919"
"276","Australia (No Islands)","Other Phosphate Fertilizers","1286.3841","","37.4782","49686"
"277","Australia (No Islands)","Other Potassium Fertilizers","5877.463599999998","","24797.3408","882273"
"278","Australia (No Islands)","Phosphate Rock","2967.3916000000004","","",""
"279","Australia (No Islands)","Phosphoric Acid, Superphosphoric","11.023","","",""
"280","Australia (No Islands)","Phosphoric Acid, Wet Process","","","",""
"281","Australia (No Islands)","Potassium Muriate","","","",""
"282","Australia (No Islands)","Potassium Nitrate","","","",""
"283","Australia (No Islands)","Potassium Sulfate","9615.3629","","",""
"284","Australia (No Islands)","Potassium-Sodium Nitrate","","","",""
"285","Australia (No Islands)","Sodium Nitrate","15.432200000000002","","",""
"286","Australia (No Islands)","Sulfur","","","",""
"287","Australia (No Islands)","Urea (Solid)","97.0024","","",""
"288","Austria","Total","123.45759999999999","","",""
"289","Austria","Ammonium Nitrate (Solid)","","","",""
"290","Austria","Ammonium Sulfate","","","",""
"291","Austria","Anhydrous Ammonia","","","",""
"292","Austria","Aqua Ammonia","","","",""
"293","Austria","Calcium Cyanamide","","","",""
"294","Austria","Calcium Nitrate","","","",""
"295","Austria","Chemical Mixtures","123.45759999999999","","",""
"296","Austria","Concentrated Super","","","",""
"297","Austria","Diammonium Phosphate (DAP)","","","",""
"298","Austria","Monammonium Phosphate (MAP)","","","",""
"299","Austria","Nitrogen Solutions","","","",""
"300","Austria","Normal Super","","","",""
"301","Austria","Other Nitrogen Fertilizers","","","",""
"302","Austria","Other Phosphate Fertilizers","","","",""
"303","Austria","Other Potassium Fertilizers","","","",""
"304","Austria","Phosphate Rock","","","",""
"305","Austria","Phosphoric Acid, Superphosphoric","","","",""
"306","Austria","Phosphoric Acid, Wet Process","","","",""
"307","Austria","Potassium Muriate","","","",""
"308","Austria","Potassium Nitrate","","","",""
"309","Austria","Potassium Sulfate","","","",""
"310","Austria","Potassium-Sodium Nitrate","","","",""
"311","Austria","Sodium Nitrate","","","",""
"312","Austria","Sulfur","","","",""
"313","Austria","Urea (Solid)","","","",""
"314","Azerbaijan","Total","","","",""
"315","Azerbaijan","Ammonium Nitrate (Solid)","","","",""
"316","Azerbaijan","Ammonium Sulfate","","","",""
"317","Azerbaijan","Anhydrous Ammonia","","","",""
"318","Azerbaijan","Aqua Ammonia","","","",""
"319","Azerbaijan","Calcium Cyanamide","","","",""
"320","Azerbaijan","Calcium Nitrate","","","",""
"321","Azerbaijan","Chemical Mixtures","","","",""
"322","Azerbaijan","Concentrated Super","","","",""
"323","Azerbaijan","Diammonium Phosphate (DAP)","","","",""
"324","Azerbaijan","Monammonium Phosphate (MAP)","","","",""
"325","Azerbaijan","Nitrogen Solutions","","","",""
"326","Azerbaijan","Normal Super","","","",""
"327","Azerbaijan","Other Nitrogen Fertilizers","","","",""
"328","Azerbaijan","Other Phosphate Fertilizers","","","",""
"329","Azerbaijan","Other Potassium Fertilizers","","","",""
"330","Azerbaijan","Phosphate Rock","","","",""
"331","Azerbaijan","Phosphoric Acid, Superphosphoric","","","",""
"332","Azerbaijan","Phosphoric Acid, Wet Process","","","",""
"333","Azerbaijan","Potassium Muriate","","","",""
"334","Azerbaijan","Potassium Nitrate","","","",""
"335","Azerbaijan","Potassium Sulfate","","","",""
"336","Azerbaijan","Potassium-Sodium Nitrate","","","",""
"337","Azerbaijan","Sodium Nitrate","","","",""
"338","Azerbaijan","Sulfur","","","",""
"339","Azerbaijan","Urea (Solid)","","","",""
"340","Bahamas","Total","1407.6371000000004","","",""
"341","Bahamas","Ammonium Nitrate (Solid)","574.2983","","",""
"342","Bahamas","Ammonium Sulfate","","","",""
"343","Bahamas","Anhydrous Ammonia","22.046","","",""
"344","Bahamas","Aqua Ammonia","","","",""
"345","Bahamas","Calcium Cyanamide","","","",""
"346","Bahamas","Calcium Nitrate","","","",""
"347","Bahamas","Chemical Mixtures","47.3989","","",""
"348","Bahamas","Concentrated Super","","","",""
"349","Bahamas","Diammonium Phosphate (DAP)","","","",""
"350","Bahamas","Monammonium Phosphate (MAP)","","","",""
"351","Bahamas","Nitrogen Solutions","","","",""
"352","Bahamas","Normal Super","","","",""
"353","Bahamas","Other Nitrogen Fertilizers","487.21659999999997","","",""
"354","Bahamas","Other Phosphate Fertilizers","19.8414","","",""
"355","Bahamas","Other Potassium Fertilizers","122.35530000000001","","",""
"356","Bahamas","Phosphate Rock","","","",""
"357","Bahamas","Phosphoric Acid, Superphosphoric","","","",""
"358","Bahamas","Phosphoric Acid, Wet Process","133.37830000000002","","",""
"359","Bahamas","Potassium Muriate","","","",""
"360","Bahamas","Potassium Nitrate","","","",""
"361","Bahamas","Potassium Sulfate","","","",""
"362","Bahamas","Potassium-Sodium Nitrate","","","",""
"363","Bahamas","Sodium Nitrate","1.1023","","",""
"364","Bahamas","Sulfur","","","",""
"365","Bahamas","Urea (Solid)","","","",""
"366","Bahrain","Total","","","124883.9762","20687885"
"367","Bahrain","Ammonium Nitrate (Solid)","","","",""
"368","Bahrain","Ammonium Sulfate","","","",""
"369","Bahrain","Anhydrous Ammonia","","","",""
"370","Bahrain","Aqua Ammonia","","","",""
"371","Bahrain","Calcium Cyanamide","","","",""
"372","Bahrain","Calcium Nitrate","","","",""
"373","Bahrain","Chemical Mixtures","","","",""
"374","Bahrain","Concentrated Super","","","",""
"375","Bahrain","Diammonium Phosphate (DAP)","","","",""
"376","Bahrain","Monammonium Phosphate (MAP)","","","",""
"377","Bahrain","Nitrogen Solutions","","","",""
"378","Bahrain","Normal Super","","","",""
"379","Bahrain","Other Nitrogen Fertilizers","","","",""
"380","Bahrain","Other Phosphate Fertilizers","","","",""
"381","Bahrain","Other Potassium Fertilizers","","","",""
"382","Bahrain","Phosphate Rock","","","",""
"383","Bahrain","Phosphoric Acid, Superphosphoric","","","",""
"384","Bahrain","Phosphoric Acid, Wet Process","","","",""
"385","Bahrain","Potassium Muriate","","","",""
"386","Bahrain","Potassium Nitrate","","","",""
"387","Bahrain","Potassium Sulfate","","","",""
"388","Bahrain","Potassium-Sodium Nitrate","","","",""
"389","Bahrain","Sodium Nitrate","","","",""
"390","Bahrain","Sulfur","","","",""
"391","Bahrain","Urea (Solid)","","","124883.9762","20687885"
"392","Bangladesh","Total","30313.25","","52893.8655","7436152"
"393","Bangladesh","Ammonium Nitrate (Solid)","","","",""
"394","Bangladesh","Ammonium Sulfate","","","",""
"395","Bangladesh","Anhydrous Ammonia","","","",""
"396","Bangladesh","Aqua Ammonia","","","",""
"397","Bangladesh","Calcium Cyanamide","","","",""
"398","Bangladesh","Calcium Nitrate","","","",""
"399","Bangladesh","Chemical Mixtures","","","",""
"400","Bangladesh","Concentrated Super","","","",""
"401","Bangladesh","Diammonium Phosphate (DAP)","30313.25","","",""
"402","Bangladesh","Monammonium Phosphate (MAP)","","","",""
"403","Bangladesh","Nitrogen Solutions","","","",""
"404","Bangladesh","Normal Super","","","",""
"405","Bangladesh","Other Nitrogen Fertilizers","","","",""
"406","Bangladesh","Other Phosphate Fertilizers","","","",""
"407","Bangladesh","Other Potassium Fertilizers","","","",""
"408","Bangladesh","Phosphate Rock","","","",""
"409","Bangladesh","Phosphoric Acid, Superphosphoric","","","",""
"410","Bangladesh","Phosphoric Acid, Wet Process","","","",""
"411","Bangladesh","Potassium Muriate","","","",""
"412","Bangladesh","Potassium Nitrate","","","",""
"413","Bangladesh","Potassium Sulfate","","","",""
"414","Bangladesh","Potassium-Sodium Nitrate","","","",""
"415","Bangladesh","Sodium Nitrate","","","",""
"416","Bangladesh","Sulfur","","","",""
"417","Bangladesh","Urea (Solid)","","","52893.8655","7436152"
"418","Barbados","Total","1513.4579","","",""
"419","Barbados","Ammonium Nitrate (Solid)","","","",""
"420","Barbados","Ammonium Sulfate","","","",""
"421","Barbados","Anhydrous Ammonia","","","",""
"422","Barbados","Aqua Ammonia","","","",""
"423","Barbados","Calcium Cyanamide","","","",""
"424","Barbados","Calcium Nitrate","","","",""
"425","Barbados","Chemical Mixtures","25.352899999999998","","",""
"426","Barbados","Concentrated Super","","","",""
"427","Barbados","Diammonium Phosphate (DAP)","","","",""
"428","Barbados","Monammonium Phosphate (MAP)","","","",""
"429","Barbados","Nitrogen Solutions","","","",""
"430","Barbados","Normal Super","","","",""
"431","Barbados","Other Nitrogen Fertilizers","6.6138","","",""
"432","Barbados","Other Phosphate Fertilizers","15.432200000000002","","",""
"433","Barbados","Other Potassium Fertilizers","198.41400000000002","","",""
"434","Barbados","Phosphate Rock","","","",""
"435","Barbados","Phosphoric Acid, Superphosphoric","","","",""
"436","Barbados","Phosphoric Acid, Wet Process","","","",""
"437","Barbados","Potassium Muriate","1267.645","","",""
"438","Barbados","Potassium Nitrate","","","",""
"439","Barbados","Potassium Sulfate","","","",""
"440","Barbados","Potassium-Sodium Nitrate","","","",""
"441","Barbados","Sodium Nitrate","","","",""
"442","Barbados","Sulfur","","","",""
"443","Barbados","Urea (Solid)","","","",""
"444","Belarus","Total","","","812832.7130999999","93035171"
"445","Belarus","Ammonium Nitrate (Solid)","","","",""
"446","Belarus","Ammonium Sulfate","","","",""
"447","Belarus","Anhydrous Ammonia","","","",""
"448","Belarus","Aqua Ammonia","","","",""
"449","Belarus","Calcium Cyanamide","","","",""
"450","Belarus","Calcium Nitrate","","","",""
"451","Belarus","Chemical Mixtures","","","",""
"452","Belarus","Concentrated Super","","","",""
"453","Belarus","Diammonium Phosphate (DAP)","","","",""
"454","Belarus","Monammonium Phosphate (MAP)","","","",""
"455","Belarus","Nitrogen Solutions","","","269541.0098","34517086"
"456","Belarus","Normal Super","","","",""
"457","Belarus","Other Nitrogen Fertilizers","","","",""
"458","Belarus","Other Phosphate Fertilizers","","","",""
"459","Belarus","Other Potassium Fertilizers","","","",""
"460","Belarus","Phosphate Rock","","","",""
"461","Belarus","Phosphoric Acid, Superphosphoric","","","",""
"462","Belarus","Phosphoric Acid, Wet Process","","","",""
"463","Belarus","Potassium Muriate","","","543291.7032999999","58518085"
"464","Belarus","Potassium Nitrate","","","",""
"465","Belarus","Potassium Sulfate","","","",""
"466","Belarus","Potassium-Sodium Nitrate","","","",""
"467","Belarus","Sodium Nitrate","","","",""
"468","Belarus","Sulfur","","","",""
"469","Belarus","Urea (Solid)","","","",""
"470","Belgium","Total","7820.818499999999","","123304.38030000006","32746556"
"471","Belgium","Ammonium Nitrate (Solid)","14.329900000000002","","",""
"472","Belgium","Ammonium Sulfate","","","",""
"473","Belgium","Anhydrous Ammonia","257.9382","","3.3069","11333"
"474","Belgium","Aqua Ammonia","","","",""
"475","Belgium","Calcium Cyanamide","","","",""
"476","Belgium","Calcium Nitrate","","","189.5956","66904"
"477","Belgium","Chemical Mixtures","","","17.6368","5893"
"478","Belgium","Concentrated Super","","","137.7875","41400"
"479","Belgium","Diammonium Phosphate (DAP)","5046.3294000000005","","4716.7417000000005","2259115"
"480","Belgium","Monammonium Phosphate (MAP)","11.023","","15071.747899999995","7270935"
"481","Belgium","Nitrogen Solutions","","","",""
"482","Belgium","Normal Super","","","",""
"483","Belgium","Other Nitrogen Fertilizers","","","19350.876500000002","2035020"
"484","Belgium","Other Phosphate Fertilizers","2.2046","","",""
"485","Belgium","Other Potassium Fertilizers","","","",""
"486","Belgium","Phosphate Rock","1774.7030000000002","","",""
"487","Belgium","Phosphoric Acid, Superphosphoric","712.0858000000001","","175.2657","86987"
"488","Belgium","Phosphoric Acid, Wet Process","","","71638.47700000001","18397512"
"489","Belgium","Potassium Muriate","1.1023","","12.125300000000001","2144"
"490","Belgium","Potassium Nitrate","","","",""
"491","Belgium","Potassium Sulfate","","","11495.886700000001","2438595"
"492","Belgium","Potassium-Sodium Nitrate","","","",""
"493","Belgium","Sodium Nitrate","1.1023","","",""
"494","Belgium","Sulfur","","","",""
"495","Belgium","Urea (Solid)","","","494.9327","130718"
"496","Belize","Total","2287.2724999999996","","",""
"497","Belize","Ammonium Nitrate (Solid)","","","",""
"498","Belize","Ammonium Sulfate","","","",""
"499","Belize","Anhydrous Ammonia","","","",""
"500","Belize","Aqua Ammonia","","","",""
"501","Belize","Calcium Cyanamide","","","",""
"502","Belize","Calcium Nitrate","","","",""
"503","Belize","Chemical Mixtures","56.2173","","",""
"504","Belize","Concentrated Super","","","",""
"505","Belize","Diammonium Phosphate (DAP)","","","",""
"506","Belize","Monammonium Phosphate (MAP)","","","",""
"507","Belize","Nitrogen Solutions","","","",""
"508","Belize","Normal Super","","","",""
"509","Belize","Other Nitrogen Fertilizers","","","",""
"510","Belize","Other Phosphate Fertilizers","41.8874","","",""
"511","Belize","Other Potassium Fertilizers","6.6138","","",""
"512","Belize","Phosphate Rock","","","",""
"513","Belize","Phosphoric Acid, Superphosphoric","","","",""
"514","Belize","Phosphoric Acid, Wet Process","","","",""
"515","Belize","Potassium Muriate","2142.8712","","",""
"516","Belize","Potassium Nitrate","","","",""
"517","Belize","Potassium Sulfate","","","",""
